p
"(:OntologyClass:NeedsReview {name: cab81-18-d, source: learned_from_dataset, uri: https://example.org/ontology#cab81-18-d})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ntc thermistors, source: learned_from_dataset, uri: https://example.org/ontology#ntc thermistors})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ntc thermistors, source: learned_from_dataset, uri: https://example.org/ontology#ntc thermistors})-[:USEDFOR]->(:OntologyClass {name: temperature sensing})"
"(:OntologyClass:NeedsReview {name: ntc thermistors, source: learned_from_dataset, uri: https://example.org/ontology#ntc thermistors})-[:CONTRIBUTESTO]->(:OntologyClass {name: electrical protection})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: FPCAntenna, source: Baseline, uri: https://schema.org/FPCAntenna})"
"(:OntologyClass:NeedsReview {name: ne555psr, source: learned_from_dataset, uri: https://example.org/ontology#ne555psr})-[:RELATEDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: o-ring, source: learned_from_dataset, uri: https://example.org/ontology#o-ring})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: o-ring, source: learned_from_dataset, uri: https://example.org/ontology#o-ring})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: o-ring sealed pg and metric gland adaptor, source: learned_from_dataset, uri: https://example.org/ontology#o-ring sealed pg and metric gland adaptor})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: o-ring sealed pg and metric gland adaptor, source: learned_from_dataset, uri: https://example.org/ontology#o-ring sealed pg and metric gland adaptor})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: nv memory, source: learned_from_dataset, uri: https://example.org/ontology#nv memory})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: nv memory, source: learned_from_dataset, uri: https://example.org/ontology#nv memory})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: nonvolatile memory, source: learned_from_dataset, uri: https://example.org/ontology#nonvolatile memory})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: nonvolatile memory, source: learned_from_dataset, uri: https://example.org/ontology#nonvolatile memory})-[:PARTOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: nonvolatile memory, source: learned_from_dataset, uri: https://example.org/ontology#nonvolatile memory})-[:USEDIN]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: nonvolatile memory, source: learned_from_dataset, uri: https://example.org/ontology#nonvolatile memory})-[:CONNECTEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: nonvolatile memory, source: learned_from_dataset, uri: https://example.org/ontology#nonvolatile memory})-[:CATEGORYOF]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: nonvolatile memory, source: learned_from_dataset, uri: https://example.org/ontology#nonvolatile memory})-[:STOREENERGYIN]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:USEDIN]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:USEDIN]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:USEDIN]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:USEDIN]->(:OntologyClass {name: Inductor, source: Baseline, uri: https://schema.org/Inductor})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:USEDIN]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:USEDIN]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:USEDIN]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:CATEGORYOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: nickel, source: learned_from_dataset, uri: https://example.org/ontology#nickel})-[:CATEGORYOF]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: obsolete cdip jg 8 tbd call ti call ti, source: learned_from_dataset, uri: https://example.org/ontology#obsolete cdip jg 8 tbd call ti call ti})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: obsolete cdip jg 8 tbd call ti call ti, source: learned_from_dataset, uri: https://example.org/ontology#obsolete cdip jg 8 tbd call ti call ti})-[:ASSOCIATEDWITH]->(:OntologyClass {name: TI})"
"(:OntologyClass:NeedsReview {name: off-state cathode current (ioff), source: learned_from_dataset, uri: https://example.org/ontology#off-state cathode current (ioff)})-[:SUBCLASS_OF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: off-state cathode current (ioff), source: learned_from_dataset, uri: https://example.org/ontology#off-state cathode current (ioff)})-[:ASSOCIATEDWITH]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: office suites, source: learned_from_dataset, uri: https://example.org/ontology#office suites})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: office suites, source: learned_from_dataset, uri: https://example.org/ontology#office suites})-[:RELATEDTO]->(:OntologyClass {name: productivity})"
"(:OntologyClass:NeedsReview {name: offset N1, source: learned_from_dataset, uri: https://example.org/ontology#offset N1})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: note, source: learned_from_dataset, uri: https://example.org/ontology#note})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: offset N2, source: learned_from_dataset, uri: https://example.org/ontology#offset N2})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: offset N2, source: learned_from_dataset, uri: https://example.org/ontology#offset N2})-[:USEDIN]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: olive drab chromate coating, source: learned_from_dataset, uri: https://example.org/ontology#olive drab chromate coating})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: offset voltage, source: learned_from_dataset, uri: https://example.org/ontology#offset voltage})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: offset voltage, source: learned_from_dataset, uri: https://example.org/ontology#offset voltage})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: offset current, source: learned_from_dataset, uri: https://example.org/ontology#offset current})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: offset current, source: learned_from_dataset, uri: https://example.org/ontology#offset current})-[:RELATEDTO]->(:OntologyClass {name: Electromagnetic phenomena})"
"(:OntologyClass:NeedsReview {name: offset current, source: learned_from_dataset, uri: https://example.org/ontology#offset current})-[:USEDIN]->(:OntologyClass {name: Electrical circuit})"
"(:OntologyClass:NeedsReview {name: on-chip current limiting, source: learned_from_dataset, uri: https://example.org/ontology#on-chip current limiting})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: omniscient code generation, source: learned_from_dataset, uri: https://example.org/ontology#omniscient code generation})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: omniscient code generation, source: learned_from_dataset, uri: https://example.org/ontology#omniscient code generation})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: off-state cathode current, source: learned_from_dataset, uri: https://example.org/ontology#off-state cathode current})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: off-state cathode current, source: learned_from_dataset, uri: https://example.org/ontology#off-state cathode current})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: off-state cathode current, source: learned_from_dataset, uri: https://example.org/ontology#off-state cathode current})-[:RELATEDTO]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: off-state cathode current, source: learned_from_dataset, uri: https://example.org/ontology#off-state cathode current})-[:HASPROPERTY]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: off-state cathode current, source: learned_from_dataset, uri: https://example.org/ontology#off-state cathode current})-[:CONTAINS]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: off-state cathode current, source: learned_from_dataset, uri: https://example.org/ontology#off-state cathode current})-[:EXHIBITS]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: op temp, source: learned_from_dataset, uri: https://example.org/ontology#op temp})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: op temp, source: learned_from_dataset, uri: https://example.org/ontology#op temp})-[:USEDIN]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: open-loop gain, source: learned_from_dataset, uri: https://example.org/ontology#open-loop gain})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: open-loop voltage gain, source: learned_from_dataset, uri: https://example.org/ontology#open-loop voltage gain})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: op-amp, source: learned_from_dataset, uri: https://example.org/ontology#op-amp})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: op-amp, source: learned_from_dataset, uri: https://example.org/ontology#op-amp})-[:PARTOF]->(:OntologyClass {name: Electrical circuit})"
"(:OntologyClass:NeedsReview {name: op-amp, source: learned_from_dataset, uri: https://example.org/ontology#op-amp})-[:HASFUNCTION]->(:OntologyClass {name: Amplification})"
"(:OntologyClass:NeedsReview {name: operating conditions table, source: learned_from_dataset, uri: https://example.org/ontology#operating conditions table})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operating conditions table, source: learned_from_dataset, uri: https://example.org/ontology#operating conditions table})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operational amplifier board layout, source: learned_from_dataset, uri: https://example.org/ontology#operational amplifier board layout})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operating ambient temperature, source: learned_from_dataset, uri: https://example.org/ontology#operating ambient temperature})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operating ambient temperature, source: learned_from_dataset, uri: https://example.org/ontology#operating ambient temperature})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: open grommet hole, source: learned_from_dataset, uri: https://example.org/ontology#open grommet hole})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: open grommet hole, source: learned_from_dataset, uri: https://example.org/ontology#open grommet hole})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: open grommet hole, source: learned_from_dataset, uri: https://example.org/ontology#open grommet hole})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: optical networking, source: learned_from_dataset, uri: https://example.org/ontology#optical networking})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: optical networking, source: learned_from_dataset, uri: https://example.org/ontology#optical networking})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operational amplifier, source: learned_from_dataset, uri: https://example.org/ontology#operational amplifier})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operational amplifier, source: learned_from_dataset, uri: https://example.org/ontology#operational amplifier})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass:NeedsReview {name: operational amplifier, source: learned_from_dataset, uri: https://example.org/ontology#operational amplifier})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operational amplifier, source: learned_from_dataset, uri: https://example.org/ontology#operational amplifier})-[:TYPEOF]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: operational amplifier, source: learned_from_dataset, uri: https://example.org/ontology#operational amplifier})-[:NOTRELATED]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass {name: operation, source: learned_from_dataset, uri: https://example.org/ontology#operation})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operational amplifiers, source: learned_from_dataset, uri: https://example.org/ontology#operational amplifiers})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: operational amplifiers, source: learned_from_dataset, uri: https://example.org/ontology#operational amplifiers})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: optional output capacitor, source: learned_from_dataset, uri: https://example.org/ontology#optional output capacitor})-[:SUBCLASS_OF]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: oscilloscope, source: learned_from_dataset, uri: https://example.org/ontology#oscilloscope})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: oscilloscope, source: learned_from_dataset, uri: https://example.org/ontology#oscilloscope})-[:USEDFOR]->(:OntologyClass {name: ElectronicDevice})"
"(:OntologyClass:NeedsReview {name: other safety equipment, source: learned_from_dataset, uri: https://example.org/ontology#other safety equipment})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: out, source: learned_from_dataset, uri: https://example.org/ontology#out})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output current, source: learned_from_dataset, uri: https://example.org/ontology#output current})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output, source: learned_from_dataset, uri: https://example.org/ontology#output})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output, source: learned_from_dataset, uri: https://example.org/ontology#output})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output capacitance, source: learned_from_dataset, uri: https://example.org/ontology#output capacitance})-[:SUBCLASS_OF]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: output capacitance, source: learned_from_dataset, uri: https://example.org/ontology#output capacitance})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: orderable information section, source: learned_from_dataset, uri: https://example.org/ontology#orderable information section})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output noise voltage, source: learned_from_dataset, uri: https://example.org/ontology#output noise voltage})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output noise voltage, source: learned_from_dataset, uri: https://example.org/ontology#output noise voltage})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output driver, source: learned_from_dataset, uri: https://example.org/ontology#output driver})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output driver, source: learned_from_dataset, uri: https://example.org/ontology#output driver})-[:PARTOF]->(:OntologyClass {name: ElectronicSystem})"
"(:OntologyClass:NeedsReview {name: output driver, source: learned_from_dataset, uri: https://example.org/ontology#output driver})-[:CONTROLS]->(:OntologyClass {name: ElectricalSignal})"
"(:OntologyClass:NeedsReview {name: output out1, source: learned_from_dataset, uri: https://example.org/ontology#output out1})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output pulse, source: learned_from_dataset, uri: https://example.org/ontology#output pulse})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output pulse, source: learned_from_dataset, uri: https://example.org/ontology#output pulse})-[:USEDIN]->(:OntologyClass {name: ElectronicDevice})"
"(:OntologyClass:NeedsReview {name: output registers, source: learned_from_dataset, uri: https://example.org/ontology#output registers})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output registers, source: learned_from_dataset, uri: https://example.org/ontology#output registers})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: ordering information, source: learned_from_dataset, uri: https://example.org/ontology#ordering information})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: ordering information, source: learned_from_dataset, uri: https://example.org/ontology#ordering information})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output terminal, source: learned_from_dataset, uri: https://example.org/ontology#output terminal})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output traces, source: learned_from_dataset, uri: https://example.org/ontology#output traces})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output traces, source: learned_from_dataset, uri: https://example.org/ontology#output traces})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output resistance, source: learned_from_dataset, uri: https://example.org/ontology#output resistance})-[:SUBCLASS_OF]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: output resistance, source: learned_from_dataset, uri: https://example.org/ontology#output resistance})-[:CONNECTEDTO]->(:OntologyClass {name: electrical circuit})"
"(:OntologyClass:NeedsReview {name: output resistance, source: learned_from_dataset, uri: https://example.org/ontology#output resistance})-[:MEASURES]->(:OntologyClass {name: voltage})"
"(:OntologyClass:NeedsReview {name: output voltage, source: learned_from_dataset, uri: https://example.org/ontology#output voltage})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: output signal, source: learned_from_dataset, uri: https://example.org/ontology#output signal})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overall width w/lead protrusion (kinked lead), source: learned_from_dataset, uri: https://example.org/ontology#overall width w/lead protrusion (kinked lead)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overall width w/lead protrusion (kinked lead), source: learned_from_dataset, uri: https://example.org/ontology#overall width w/lead protrusion (kinked lead)})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overall width w/lead protrusion (straight lead), source: learned_from_dataset, uri: https://example.org/ontology#overall width w/lead protrusion (straight lead)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: overall width w/lead protrusion (straight lead), source: learned_from_dataset, uri: https://example.org/ontology#overall width w/lead protrusion (straight lead)})-[:HASPROPERTY]->(:OntologyClass {name: Lead Protrusion})"
"(:OntologyClass:NeedsReview {name: output voltage pin, source: learned_from_dataset, uri: https://example.org/ontology#output voltage pin})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
